name,status,headquarter,industry
Relayr,live,"Berlin, Berlin, Germany","Industrial Manufacturing, Internet of Things, Manufacturing, Smart Building, Software"
tZero,pending,"New York, New York, United States","Blockchain, Financial Services, FinTech"
Mixpanel,rejected,"San Francisco, California, United States","Analytics, Mobile, SaaS, Web Browsers"
BevyUp,signed_up,"Seattle, Washington, United States","Cloud Computing, Customer Service, E-Commerce, Retail Technology"
Feedzai,signed_up,"San Mateo, California, United States","Analytics, Big Data, FinTech, Information Technology, Risk Management"
Aye Finance,pending,"Gurgaon, Haryana, India","Finance, Financial Services, Small and Medium Businesses"
littleBits Electronics,rejected,"New York, New York, United States","Electronics, Hardware, Manufacturing, Open Source, Robotics"
EVERFI,live,"Washington, District of Columbia, United States","EdTech, Education, Internet"
Marketing Evolution,signed_up,"New York, New York, United States","Analytics, Marketing, SaaS"
Teamworks,pending,"Durham, North Carolina, United States","Information Services, Information Technology, Sports, Training"
Totango,rejected,"San Mateo, California, United States","Analytics, Customer Service, SaaS, Subscription Service"
SwiftKey,rejected,"London, England, United Kingdom","Android, Artificial Intelligence, iOS, Mobile, Software"
Telefonica,approved,"Madrid, Madrid, Spain","Internet, Public Relations, Telecommunications, TV"
Signal,live,"Chicago, Illinois, United States","Advertising, Cloud Computing, Enterprise Software, Marketing, Project Management"
Nitro,pending,"San Francisco, California, United States","Collaboration, SaaS, Software"
Kujiale,approved,"Hangzhou, Zhejiang, China","Home Decor, Interior Design, Internet"
Charter Communications,pending,"Stamford, Connecticut, United States","Internet, Telecommunications, Video"
Vuzix,pending,"Rochester, New York, United States","Augmented Reality, Consumer Electronics, Eyewear, Mobile"
LiveTiles,approved,"New York, New York, United States",Information Technology
KKday,approved,"Taipei, T'ai-pei, Taiwan","Information Services, Leisure, Tourism, Travel"
ThoughtSpot,signed_up,"Palo Alto, California, United States","Analytics, Big Data, Business Intelligence, Enterprise Software"
Ledger,live,"Paris, Ile-de-France, France","Bitcoin, Blockchain, Cryptocurrency, Cyber Security"
GenWorth,rejected,"Richmond, Virginia, United States","Finance, FinTech"
SentinelOne,live,"Palo Alto, California, United States","Computer, Cyber Security, Network Security, Security"
New Relic,signed_up,"San Francisco, California, United States","Analytics, Application Performance Management, Cloud Computing, IT Infrastructure, Mobile, SaaS, Software"
Walker & Dunlop,signed_up,"Bethesda, Maryland, United States","Commercial Real Estate, Finance, Financial Services, Real Estate, Real Estate Investment"
Ablynx,pending,"Zwijnaarde, Oost-Vlaanderen, Belgium","Biopharma, Biotechnology, Pharmaceutical"
Dwolla,live,"Des Moines, Iowa, United States","Accounting, Banking, Developer APIs, Financial Services, FinTech, Mobile Payments, Payments"
AT&T,rejected,"Dallas, Texas, United States","Mobile, Service Industry, Telecommunications, Wireless"
Collibra,approved,"Manhattan, New York, United States","Enterprise Software, Infrastructure, SaaS"
Zebra Technologies,signed_up,"Lincolnshire, Illinois, United States","Computer, Enterprise Software, Hardware"
Petrobras,rejected,"Houston, Texas, United States","Energy, Energy Efficiency, Oil and Gas"
Domo,live,"American Fork, Utah, United States","Business Intelligence, Enterprise Software, SaaS, Software, Web Development"
Topgolf Entertainment Group,signed_up,"Chigwell, Essex, United Kingdom","Golf, Media and Entertainment"
Teladoc,rejected,"Purchase, New York, United States","Health Care, Hospital, mHealth"
Acer,rejected,"Taipei, T'ai-pei, Taiwan","Computer, Consumer Electronics, Hardware, ICT"
Actifio,approved,"Waltham, Massachusetts, United States","Enterprise Software, Information Services, Information Technology, Virtualization"
Tezos,approved,"San Francisco, California, United States","Blockchain, Computer, Security, Transaction Processing"
Nuro,pending,"Mountain View, California, United States","Electronics, Information Technology, Manufacturing, Robotics"
IndusInd Bank,approved,"Gurgaon, Haryana, India","Banking, Financial Services, FinTech"
AppsFlyer,signed_up,"San Francisco, California, United States","Advertising, Analytics, Android, Apps, iOS, Marketing, Mobile"
Amino Payments,rejected,"Philadelphia, Pennsylvania, United States",""
Moltin,pending,"Boston, Massachusetts, United States","E-Commerce, PaaS, SaaS"
LimeBike,approved,"San Mateo, California, United States","Internet of Things, Mobile Apps, Ride Sharing, Transportation"
Takeaway.com,rejected,"Amsterdam, Noord-Holland, The Netherlands","Delivery, Food Delivery, Internet"
AlienVault,rejected,"San Mateo, California, United States","Cloud Computing, Developer APIs, Information Technology, Network Security, Open Source, Security"
Momo,rejected,"Beijing, Beijing, China","Location Based Services, Mobile Apps, SNS"
Tokenize Inc.,signed_up,"Rochester, New York, United States","Consumer Electronics, Hardware, Security"
Updater,live,"New York, New York, United States","Internet, Real Estate, SaaS, Software"
Cornerstone OnDemand,approved,"Santa Monica, California, United States","E-Learning, Enterprise Software, SaaS, Social Network"
Curatio Healthcare,live,"Chennai, Tamil Nadu, India","Health Care, Medical, Mobile"
Concur Technologies,live,"Redmond, Washington, United States","Cloud Management, Payments, Software, Tourism, Travel"
Ping An Good Doctor,pending,"Shenzhen, Guangdong, China","Consulting, Health Care, Medical Device"
Figma,pending,"San Francisco, California, United States","Information Technology, Innovation Management, Internet"
Udaan,live,"New Delhi, Delhi, India",Business Development
Evelo Biosciences,approved,"Cambridge, Massachusetts, United States","Biotechnology, Medical, Therapeutics"
Massdrop,pending,"San Francisco, California, United States","Communities, E-Commerce, Shopping"
Next Insurance,rejected,"Palo Alto, California, United States","Commercial Insurance, Finance, Insurance, InsurTech, Small and Medium Businesses"
Doodhwala,live,"Bengaluru, Karnataka, India","Food Delivery, Organic, Organic Food"
WePay,pending,"Redwood City, California, United States","E-Commerce, Financial Services, Risk Management, SaaS"
LendUp,rejected,"San Francisco, California, United States","Finance, FinTech, Lending"
Badi,rejected,"Barcelona, Catalonia, Spain","Mobile, Real Estate, Social Network"
Warby Parker,signed_up,"New York, New York, United States","E-Commerce, Fashion, Retail"
Beats Electronics,signed_up,"Santa Monica, California, United States","Consumer Electronics, Hardware, Manufacturing, Media and Entertainment, Music, Software"
Tradeshift,approved,"San Francisco, California, United States","B2B, Enterprise Software, Financial Services, FinTech, Procurement, Transaction Processing"
Deezer,rejected,"Paris, Ile-de-France, France","Apps, Music, Music Streaming, Web Development"
Monzo,signed_up,"London, England, United Kingdom","Banking, Finance, FinTech"
Cumulus Networks,rejected,"Mountain View, California, United States","Cloud Computing, Linux, Web Hosting"
HoloBuilder,approved,"San Francisco, California, United States","3D Technology, Architecture, Artificial Intelligence, Augmented Reality, Building Maintenance, Civil Engineering, Commercial Real Estate, Construction, Enterprise Software, Industrial Engineering, Project Management, SaaS, Smart Building, Software, Software Engineering, Virtual Reality"
SpotHero,signed_up,"Chicago, Illinois, United States","Consumer, Mobile Apps, Transportation"
Bluecore,live,"New York, New York, United States","Advertising, Brand Marketing, Email Marketing, Marketing Automation, Software"
PAX Labs,pending,"San Francisco, California, United States","Consumer Electronics, Fitness, Manufacturing"
LE TOTE,approved,"San Francisco, California, United States","Consumer, E-Commerce, Fashion"
Chehaoduo,pending,"Beijing, Beijing, China","Automotive, E-Commerce, Trading Platform"
SugarCRM,live,"Cupertino, California, United States","Cloud Computing, CRM, Enterprise Software, Lead Management, Software"
Tinyclues,live,"Paris, Ile-de-France, France","Analytics, Artificial Intelligence, Big Data, CRM"
Scout Exchange,rejected,"Boston, Massachusetts, United States",Software
Ping Identity Corporation,approved,"Denver, Colorado, United States","FinTech, Government, Identity Management, Security"
PurpleBricks,rejected,"Solihull, Solihull, United Kingdom","Home Decor, Marketing Automation, Real Estate"
McLarens,rejected,"Norcross, Georgia, United States","Insurance, Risk Management, Service Industry"
IDEAYA Biosciences,live,"South San Francisco, California, United States","App Discovery, Biotechnology, Health Care"
Brigade,signed_up,"San Francisco, California, United States","Internet, Politics, Social Media"
Prophesee,approved,"Paris, Ile-de-France, France","Artificial Intelligence, Automotive, Autonomous Vehicles, Drones, Internet of Things, Robotics, Sensor"
Aryaka Networks,approved,"San Mateo, California, United States","Cloud Computing, Enterprise Software, SaaS"
NerdWallet,pending,"San Francisco, California, United States","Advice, Consumer, Internet, Personal Finance"
Small Giant Games,approved,"Helsinki, Southern Finland, Finland","Mobile, PC Games, Video Games"
Walmart,pending,"Bentonville, Arkansas, United States","E-Commerce, Retail, Retail Technology"
Pendo,approved,"Raleigh, North Carolina, United States","Analytics, Apps, Enterprise Software, Guides, Mobile, Product Design, Product Management, SaaS, UX Design"
Safeguard Scientifics,signed_up,"Radnor, Pennsylvania, United States","Finance, Health Care, Venture Capital"
JD Logistics,rejected,"Beijing, Beijing, China","Logistics, Transportation"
WuXi AppTec,live,"Shanghai, Shanghai, China","Biotechnology, Health Care, Medical Device, Pharmaceutical"
ViewRay,pending,"Cleveland, Ohio, United States","Biotechnology, Health Care, Pharmaceutical"
Flipboard,rejected,"Palo Alto, California, United States","Media and Entertainment, News, Social"
Bitstamp,pending,"Aldermaston, West Berkshire, United Kingdom","Bitcoin, FinTech, Marketplace"
Affirmed Networks,approved,"Acton, Massachusetts, United States","Mobile, Mobile Devices, Wireless"
Ancient Nutrition,live,"North Palm Beach, Florida, United States","Dietary Supplements, Nutrition, Personal Health"
Guardant Health,rejected,"Redwood City, California, United States","Biotechnology, Health Care, Health Diagnostics"
GO-JEK,signed_up,"Jakarta, Jakarta Raya, Indonesia","Apps, Delivery, Food Processing, Logistics, Payments, Same Day Delivery, Transportation"
Mist Systems,rejected,"Cupertino, California, United States","IT Infrastructure, Wireless"
Team Labs (Teampay),rejected,"New York, New York, United States","FinTech, SaaS, Software"
Gusto,rejected,"San Francisco, California, United States","Employee Benefits, Enterprise Software, Financial Services, FinTech, Human Resources, Personal Finance"
RetailMeNot,signed_up,"Austin, Texas, United States","Advertising, Coupons, E-Commerce, Marketplace, Retail"
The Black Tux,approved,"Santa Monica, California, United States","Fashion, Internet, Rental"
ChaCha,approved,"Carmel, Indiana, United States","Advertising, Marketing, Search Engine"
BrowserStack,approved,"Mumbai, Maharashtra, India","Developer Platform, Mobile, SaaS"
Lookout,approved,"San Francisco, California, United States","Cloud Security, Cyber Security, Enterprise Software, Mobile, Network Security, Security"
iZettle,signed_up,"Stockholm, Stockholms Lan, Sweden","Financial Services, FinTech, Mobile Payments, Point of Sale, Software"
The Boeing Company,pending,"Chicago, Illinois, United States","Aerospace, Manufacturing, National Security, Transportation"
Homesnap,pending,"Rockville, Maryland, United States","Analytics, Apps, Finance, Real Estate"
Vacasa,rejected,"Portland, Oregon, United States","Tourism, Travel, Vacation Rental"
Capitolis,signed_up,"New York, New York, United States","Banking, Collaboration, Finance, Financial Services"
Eden,approved,"San Francisco, California, United States","Commercial Real Estate, Facilities Support Services, Marketplace, Office Administration, Real Estate, SaaS"
zulily,live,"Seattle, Washington, United States","Delivery, E-Commerce, Retail"
Kareo,approved,"Irvine, California, United States","Cloud Computing, Health Care, Information Technology, Medical, Software"
Automattic,pending,"","Blogging Platforms, Content, Internet"
MedMen,approved,"Culver City, California, United States","Asset Management, Finance, Marijuana, Service Industry"
Infibeam,signed_up,"Ahmedabad, Gujarat, India","Automotive, E-Commerce, Electronics, Mobile"
American Well,signed_up,"Boston, Massachusetts, United States","Biotechnology, Health Care, Information Technology"
Kreditech Holding,rejected,"Hamburg, Hamburg, Germany","Banking, Big Data, Finance, Financial Services, FinTech, Lending, Personal Finance"
Lumi,signed_up,"Los Angeles, California, United States","E-Commerce, Fashion, Graphic Design, Manufacturing, Packaging Services, Printing, Supply Chain Management"
Rivigo,live,"Gurgaon, Haryana, India","Automotive, Logistics, Transportation"
Benevity,approved,"Calgary, Alberta, Canada","Information Technology, SaaS, Software"
Silver Peak,approved,"Santa Clara, California, United States","Cloud Infrastructure, Infrastructure, Network Hardware, Software, Virtualization"
Exabeam,rejected,"San Mateo, California, United States","Cyber Security, Information Technology, Security"
App.io,rejected,"San Francisco, California, United States","Android, Customer Service, Enterprise Software, Internet, Mobile, SaaS"
GeoSpock Ltd.,live,"Cambridge, Cambridgeshire, United Kingdom","Database, Geospatial, Information Services, Real Time, SaaS"
Symphony,pending,"Palo Alto, California, United States","Information Services, Information Technology, Messaging, Software"
Bitdefender,pending,"Bucharest, Bucuresti, Romania","Cloud Security, Cyber Security, Network Security, Software"
Youku,live,"Shanghai, Shanghai, China","Broadcasting, Photography, Video"
Microsoft,pending,"Redmond, Washington, United States","Cloud Computing, Collaboration, Consumer Electronics, Developer Tools, Enterprise Software, Operating Systems"
Yogome,live,"San Francisco, California, United States","Developer Tools, Gaming, Recycling"
Illumio,live,"Sunnyvale, California, United States","Cloud Security, Cyber Security, Data Center, Enterprise Software, Security"
HotelTonight,pending,"San Francisco, California, United States","Hospitality, Mobile, Travel"
The Honest Company,signed_up,"Santa Monica, California, United States","Dietary Supplements, E-Commerce, Lifestyle"
The Zebra,signed_up,"Austin, Texas, United States","Auto Insurance, Automotive, Insurance, Price Comparison, Search Engine"
Casper,pending,"New York, New York, United States","E-Commerce, Hardware, Lifestyle, Retail"
Gate Labs,approved,"San Francisco, California, United States","Delivery, Home Services, Internet of Things"
Talend,signed_up,"Redwood City, California, United States","Big Data, Data Integration, Enterprise Software, Software"
3D Robotics,signed_up,"Berkeley, California, United States","Drones, Robotics, SaaS"
Magnit,signed_up,"Krasnodar, Krasnodar, Russian Federation","Consumer Goods, Food and Beverage, Retail"
Welltok,rejected,"Denver, Colorado, United States","Fitness, Health Care, SaaS, Wellness"
Mezi,live,"Sunnyvale, California, United States","Apps, Artificial Intelligence, Mobile, Travel, Virtual Assistant"
Skyscanner,pending,"Edinburgh, Edinburgh, City of, United Kingdom","Internet, Service Industry, Transportation, Travel"
PlanGrid,rejected,"San Francisco, California, United States","Android, Building Maintenance, Collaboration, Construction, Green Building, iOS, Mobile"
Splice,approved,"New York, New York, United States","Collaboration, Media and Entertainment, Music"
Scribd,approved,"San Francisco, California, United States","EBooks, File Sharing, News, Publishing, Social Media, Subscription Service"
Lenskart.com,pending,"Faridabad, Haryana, India","E-Commerce, Eyewear, Shopping"
PawnGuru.com,approved,"Ann Arbor, Michigan, United States","Enterprise Software, FinTech, Marketplace"
GroundTruth,rejected,"New York, New York, United States","Advertising, Marketing, Mobile, Mobile Apps"
Poka Inc.,live,"Quebec, Quebec, Canada","Industrial, Manufacturing, Training"
Owlstone Medical,pending,"Cambridge, Massachusetts, United States",Medical Device
Rubicon Global,approved,"Atlanta, Georgia, United States","Cloud Computing, Sustainability, Waste Management"
Indochino,rejected,"Vancouver, British Columbia, Canada","E-Commerce, Fashion, Retail"
PagerDuty,live,"San Francisco, California, United States","Cloud Computing, Information Technology, IT Management, SaaS"
Vroom,signed_up,"New York, New York, United States","Automotive, Customer Service, E-Commerce, FinTech"
Sunrun,rejected,"San Francisco, California, United States","Clean Energy, Renewable Energy, Solar"
Imply,signed_up,"Millbrae, California, United States","Analytics, Data Visualization, Open Source"
Coffee Meets Bagel,signed_up,"San Francisco, California, United States","Apps, Dating, Mobile"
Roivant Sciences,approved,"Basel, Basel-Stadt, Switzerland","Biopharma, Health Care, Pharmaceutical"
8x8 Inc,rejected,"San Jose, California, United States","SaaS, Telecommunications, Video Conferencing, VoIP"
Localytics,rejected,"Boston, Massachusetts, United States","Analytics, Computer, Mobile, Software"
Payoneer,live,"New York, New York, United States","B2B, E-Commerce, Finance, FinTech, Internet, Mobile, Payments"
mabl,approved,"Boston, Massachusetts, United States","Developer Tools, Machine Learning, Software"
Victorious,live,"Santa Monica, California, United States","Content Creators, Internet, Software, Video"
Technology Will Save Us,approved,"London, England, United Kingdom","EdTech, Education, Information Technology"
"Neo4j, Inc.  (formerly Neo Technology)",signed_up,"San Mateo, California, United States","Analytics, Big Data, Database, Enterprise Software"
Bowery,rejected,"New York, New York, United States","Commercial Real Estate, Real Estate, Software"
Menlo Security,pending,"Menlo Park, California, United States","Cyber Security, Network Security, Security"
Anodot,pending,"Ra'anana, HaMerkaz, Israel","Analytics, Big Data, Business Intelligence, Machine Learning"
Acquia,live,"Boston, Massachusetts, United States","Computer, Content, Enterprise Software, Open Source"
Rigetti Computing,signed_up,"Berkeley, California, United States","Artificial Intelligence, Big Data, Hardware, Software"
Kobalt,live,"New York, New York, United States","Independent Music, Marketing, Music"
Tantan,signed_up,"Beijing, Beijing, China","Dating, Mobile, Mobile Apps"
Viptela,pending,"San Jose, California, United States","Infrastructure, Network Hardware, Virtualization"
Cyteir Therapeutics,rejected,"Cambridge, Massachusetts, United States","Biopharma, Biotechnology, Pharmaceutical"
Kuaishou,live,"Beijing, Beijing, China","Mobile Apps, Photo Sharing, Photography"
Unacast,signed_up,"New York, New York, United States","Advertising Platforms, Big Data, Internet of Things, Location Based Services, Mobile Advertising, Sensor"
BookMyShow,rejected,"Mumbai, Maharashtra, India","Digital Entertainment, Media and Entertainment, Online Auctions, Ticketing"
Power Ledger,live,"Perth, Western Australia, Australia","Consumer Software, Renewable Energy, Software"
Particle,signed_up,"San Francisco, California, United States","Consumer Electronics, Hardware, Information Services, Internet of Things, Software"
HeartFlow,rejected,"Redwood City, California, United States","Biotechnology, Health Diagnostics, Medical"
Hello Alfred,pending,"New York, New York, United States","Grocery, Home Services, Smart Home"
Showpad,live,"Gent, Oost-Vlaanderen, Belgium","Analytics, Content, Content Marketing, Enterprise Software, Mobile, SaaS, Sales"
Bancor,live,"Zug, Zug, Switzerland","Cryptocurrency, FinTech"
"Nauto, Inc.",live,"Palo Alto, California, United States","Automotive, Autonomous Vehicles, Information Services, Mobile, Robotics"
Cedexis,pending,"Portland, Oregon, United States","Cloud Computing, Content Delivery Network, Enterprise Software, Internet"
ServiceTitan,signed_up,"Glendale, California, United States","Home Services, SaaS, Software"
Withings,live,"Issy-les-moulineaux, Ile-de-France, France","Consumer Electronics, Hardware, Health Care, Software"
BetterWorks,rejected,"Redwood City, California, United States","Enterprise Software, Human Resources, Information Technology, SaaS"
Ellevest,rejected,"New York, New York, United States","Financial Services, Impact Investing, Women's"
Capcom,approved,"Burnaby, British Columbia, Canada","Electronics, Manufacturing, Software, Video Games"
Intercom,signed_up,"San Francisco, California, United States","Apps, CRM, Customer Service, Marketing Automation, Messaging, Mobile, SaaS, Software"
Faraday Future,pending,"Gardena, California, United States","Automotive, Content, Electric Vehicle"
Jana,live,"Boston, Massachusetts, United States","Apps, Internet, Mobile"
WuXi NextCODE,signed_up,"Cambridge, Massachusetts, United States","Big Data, Biotechnology, Genetics, Health Care, Health Diagnostics"
Privateaser,approved,"Paris, Ile-de-France, France","Food and Beverage, Online Portals, Restaurants"
Senti Biosciences,live,"South San Francisco, California, United States","Biotechnology, Health Care, Medical"
Storj Labs,live,"Atlanta, Georgia, United States","Blockchain, Cloud Data Services, Cloud Infrastructure, Collaborative Consumption"
Zimperium,rejected,"San Francisco, California, United States","Apps, Enterprise Software, Machine Learning, Mobile, Network Security, Security"
Addepar,signed_up,"Mountain View, California, United States","Finance, FinTech, SaaS"
Andela,pending,"New York, New York, United States","Recruiting, Software, Training"
PROCEPT BioRobotics,rejected,"Redwood Shores, California, United States","Biotechnology, Medical Device, Robotics"
Qubole,signed_up,"Santa Clara, California, United States","Analytics, Big Data, Enterprise Software"
Avast,live,"Prague, Hlavni mesto Praha, Czech Republic","Computer, Security, Software, Software Engineering"
"DailyPay, Inc.",live,"New York, New York, United States","Employee Benefits, Financial Services, FinTech"
Seneca Systems,signed_up,"Redwood City, California, United States","Government, GovTech, Software"
UiPath,rejected,"New York, New York, United States","Data Center Automation, Enterprise Software, Robotics"
Argo AI,pending,"Pittsburgh, Pennsylvania, United States","Artificial Intelligence, Autonomous Vehicles, Robotics"
Redis Labs,pending,"Mountain View, California, United States","Big Data, Cloud Data Services, Enterprise Software, Open Source"
Eko Devices,pending,"Berkeley, California, United States","Health Care, Machine Learning, mHealth, Mobile"
Humacyte,live,"Morrisville, North Carolina, United States","Biotechnology, Medical, Medical Device"
Cotopaxi,rejected,"Salt Lake City, Utah, United States","Consumer Goods, E-Commerce, Outdoors, Product Design"
BRICKX,approved,"Sydney, New South Wales, Australia","Financial Services, FinTech, Marketplace, Real Estate"
AWAL,live,"London, England, United Kingdom","Digital Media, Logistics, Marketing, Music"
Chobani,approved,"Norwich, New York, United States","Food and Beverage, Food Processing, Manufacturing"
SaltStack,live,"Lehi, Utah, United States","Apps, Automotive, Cloud Management, Enterprise Software, Infrastructure, Open Source"
Zoosk,signed_up,"San Francisco, California, United States","Apps, Dating, Social Media"
Anyfin,pending,"Stockholm, Stockholms Lan, Sweden","Consumer Lending, Credit, Finance, Financial Services, FinTech, Lending"
Privateer Holdings,pending,"Seattle, Washington, United States","Finance, Financial Services, Venture Capital"
Xeris Pharmaceuticals,signed_up,"Austin, Texas, United States","Biotechnology, Health Care, Pharmaceutical"
Taulia,live,"San Francisco, California, United States","Enterprise Software, FinTech, Hardware, SaaS, Software"
Loopio,signed_up,"Toronto, Ontario, Canada","Knowledge Management, Sales Automation, Software"
Jiffy,live,"Toronto, Ontario, Canada","Home Improvement, Home Renovation, Home Services"
Away,signed_up,"New York, New York, United States","Consumer, E-Commerce, Manufacturing, Travel"
Tile,pending,"San Mateo, California, United States","Consumer Electronics, Internet of Things, Mobile"
Clarizen,pending,"San Mateo, California, United States","Cloud Computing, Collaboration, Enterprise Software, Project Management, SaaS"
WebPT,pending,"Phoenix, Arizona, United States","Computer, Information Technology, Software"
BlaBlaCar,approved,"Paris, Ile-de-France, France","Car Sharing, Collaborative Consumption, Ride Sharing, Transportation, Travel"
Carbon Lighthouse,rejected,"San Francisco, California, United States","Energy, Energy Efficiency"
Wipro Technologies,approved,"Bengaluru, Karnataka, India","Cloud Data Services, Consulting, Enterprise Software, Health Care, Information Services, Information Technology, Mobile, Outsourcing"
RiskIQ,approved,"San Francisco, California, United States","Cyber Security, Enterprise Software, Internet, Mobile, Reputation, Security"
ZO Rooms,pending,"New Delhi, Delhi, India","Hospitality, Leisure, Travel"
Gimlet Media,rejected,"New York, New York, United States","Audio, Digital Media, Media and Entertainment, News, Podcast, Social Media, Video"
Distil Networks,live,"Arlington, Virginia, United States","Content, Information Technology, Security, Web Hosting"
ooma,signed_up,"Palo Alto, California, United States","Mobile, Software, Telecommunications, VoIP"
Hipmunk,approved,"San Francisco, California, United States","Mobile Apps, Online Portals, Travel"
Turn,pending,"Redwood City, California, United States","Advertising, Enterprise Software, Marketing"
Dashlane,rejected,"New York, New York, United States","Cloud Computing, Identity Management, Payments, Privacy, Security, Software"
Google,rejected,"Mountain View, California, United States","Ad Network, Blogging Platforms, Collaboration, Email, Enterprise Software, Information Technology, Search Engine, Video Streaming"
Myer,signed_up,"Melbourne, Victoria, Australia","E-Commerce, Fashion, Wearables"
Ocado Group,pending,"Hatfield, Hertford, United Kingdom","Grocery, Online Portals, Retail"
Imanis Data ,approved,"San Jose, California, United States","Big Data, Data Storage, Database, Software"
Peel,live,"Mountain View, California, United States","Consumer Electronics, Content Discovery, Digital Entertainment, Media and Entertainment, Mobile, Software"
Bench,live,"Vancouver, British Columbia, Canada","Accounting, Enterprise Software, Finance, SaaS, Small and Medium Businesses"
ZiffyHomes,rejected,"New Delhi, Delhi, India",Real Estate
Featurespace,pending,"Cambridge, Cambridgeshire, United Kingdom","Banking, FinTech, Fraud Detection, Payments, Software"
Ripple Foods,signed_up,"Emeryville, California, United States","Food and Beverage, Food Processing, Sustainability"
Waze,rejected,"Palo Alto, California, United States","Mobile Apps, Navigation, Transportation"
TrackR,pending,"Santa Barbara, California, United States","Android, Developer Tools, Hardware, Insurance, Internet of Things, iOS, Mobile"
Tovala,approved,"Chicago, Illinois, United States","Cooking, Delivery, Food and Beverage"
Konga Online Shopping Limited,approved,"Lagos, Lagos, Nigeria","E-Commerce, Grocery, Internet, Mobile, Shopping"
GumGum,signed_up,"Santa Monica, California, United States","Advertising, Advertising Platforms, Analytics, Artificial Intelligence, Brand Marketing, Computer Vision, Digital Media, Image Recognition, Sports"
InnovAccer,signed_up,"Berkeley, California, United States","Analytics, Big Data, Machine Learning"
Reputation.com,approved,"Redwood City, California, United States","Enterprise Software, Internet, Reputation, SaaS, Social Media"
Rani Therapeutics,live,"San Jose, California, United States","Biotechnology, Pharmaceutical, Therapeutics"
Practice Fusion,signed_up,"San Francisco, California, United States","Electronics, Health Care, Medical"
Health Catalyst,live,"Salt Lake City, Utah, United States","Analytics, Computer, Enterprise Software, Health Care, Information Technology, Software"
Fortem Technologies,rejected,"Provo, Utah, United States","Aerospace, Air Transportation, Autonomous Vehicles, Mechanical Engineering"
 onXmaps,rejected,"Missoula, Montana, United States","GPS, Information Services, Information Technology, Mobile Apps"
SoftBank,signed_up,"Tokyo, Tokyo, Japan","Finance, Internet, Mobile, Telecommunications"
MinerEye,signed_up,"Hod Hasharon, HaMerkaz, Israel","Artificial Intelligence, Compliance, Cyber Security, Security"
Zwift,live,"Long Beach, California, United States","Content, Cycling, Fitness, Internet, Video Games"
Elysium Health,pending,"New York, New York, United States","Biotechnology, Health Care, Personal Health"
Shape Security,pending,"Mountain View, California, United States","Cyber Security, Network Security, Security"
Sears Holdings Corporation,rejected,"Hoffman Estates, Illinois, United States","Enterprise Software, Retail, Shopping"
Change.org,pending,"San Francisco, California, United States","CivicTech, Internet, Lead Generation, Non Profit"
Seedrs,rejected,"London, England, United Kingdom","Crowdfunding, Finance, Funding Platform, Venture Capital"
Okta,pending,"San Francisco, California, United States","Enterprise, Enterprise Software, Identity Management, Security"
Instructure,signed_up,"Salt Lake City, Utah, United States","Cloud Management, EdTech, Education, Enterprise Software"
Huawei Technologies,rejected,"Shenzhen, Guangdong, China","Mobile, Security, Web Hosting, Wireless"
"August Home, Inc.",approved,"San Francisco, California, United States","Consumer Electronics, Internet of Things, Smart Home"
Cloud9,pending,"Los Angeles, California, United States","eSports, Sports"
Skurt,rejected,"Los Angeles, California, United States","Automotive, Internet, Rental, Transportation"
Ooyala,approved,"Santa Clara, California, United States","Analytics, Cloud Data Services, Mobile, Video, Video Streaming"
YourStory,rejected,"Bangalore, Karnataka, India","Internet, News, Public Relations, Publishing"
Tandem Diabetes Care,pending,"San Diego, California, United States","Diabetes, Health Care, Medical Device"
Meitu,approved,"Xiamen, Fujian, China","iOS, Mobile, Social Media"
ParkBee,approved,"Amsterdam, Noord-Holland, The Netherlands","Information Technology, Parking, Rental Property"
Influenster,live,"New York, New York, United States","Advertising, Market Research, Social Media"
"Phunware, Inc.",live,"Austin, Texas, United States","Android, Apps, iOS, Mobile, Mobile Advertising"
Netsil,pending,"San Francisco, California, United States",Software
Ayla Networks,rejected,"Santa Clara, California, United States","Internet of Things, Manufacturing, Software"
MapD,pending,"San Francisco, California, United States","Analytics, Big Data, Data Visualization"
CleverTap,live,"Sunnyvale, California, United States","Analytics, Mobile, SaaS"
Microchip Technology,pending,"Chandler, Arizona, United States","Automotive, Semiconductor, Wireless"
Upgrade,approved,"San Francisco, California, United States","Credit, Financial Services, FinTech, Lending"
Zopa,pending,"London, England, United Kingdom","Finance, FinTech, Lending, Marketplace, Peer to Peer"
Jumio,rejected,"Palo Alto, California, United States","Identity Management, Mobile Apps, Payments, SaaS, Software"
Chef,live,"Seattle, Washington, United States","Cloud Computing, Information Technology, Infrastructure, Software"
ZipRecruiter,signed_up,"Santa Monica, California, United States","Employment, Mobile Apps, Recruiting, SaaS"
Riskified,approved,"Tel Aviv, Tel Aviv, Israel","E-Commerce, FinTech, Fraud Detection, Machine Learning, Risk Management"
Apigee,approved,"San Jose, California, United States","Cloud Data Services, Enterprise Software, Information Technology"
Pray.com,pending,"Santa Monica, California, United States","Communities, Private Social Networking, Religion"
Univision Communications,rejected,"New York, New York, United States","Broadcasting, Communities, Digital Media, Media and Entertainment, News, Publishing, Social News, TV Production"
Dynamic Yield,rejected,"New York, New York, United States","Advertising, Collaboration, Enterprise Software, Marketing Automation, Messaging, Personalization, Predictive Analytics, Publishing, Retail Technology"
Doximity,rejected,"San Francisco, California, United States","Health Care, Internet, Mobile Apps, Software"
